student_id,assignment1_grade,assignment1_submission,assignment2_grade,assignment2_submission,assignment3_grade,assignment3_submission,assignment4_grade,assignment4_submission,assignment5_grade,assignment5_submission,assignment6_grade,assignment6_submission
B017B4A6-1F41-9D46-A040-21B0D270D4BE,76.67046937,11:05.9,68.57342243,08:01.3,69.27342243,03:04.5,54.69873794,34:45.9,49.22886415,25:20.8,49.22886415,56:55.4
F2A4439C-F8D6-D47D-D884-C62E40366413,92.295151,21:17.5,83.0656359,07:55.9,83.0656359,43:07.0,83.0656359,14:28.0,74.75907231,05:14.3,74.75907231,06:55.1
8DC055F5-4B63-6CD1-9BAD-A2D927E01CDA,79.12963212,25:33.5,71.21666891,18:26.8,56.97333513,50:03.4,45.5786681,51:18.9,45.5786681,52:46.6,41.02080129,17:40.5
35A9117B-9278-8C97-7180-DC1319117AB8,83.5528473,26:55.8,75.19756257,57:19.7,67.67780632,03:54.5,67.67780632,54:21.8,67.67780632,21:24.4,67.67780632,01:44.2
24827B50-2FC2-E4B0-E2A0-1989E17749B3,14.95960282,16:07.8,14.45960282,00:14.3,12.30768226,12:23.9,9.126145806,06:51.2,8.213531226,21:09.2,7.392178103,16:09.4
70A7A4AB-49ED-C587-D6E2-1518863B3411,42.29918923,14:24.2,38.0692703,18:15.0,38.0692703,10:26.0,38.0692703,33:32.3,30.45541624,04:20.2,30.45541624,39:30.2
D6EFCCCA-82CA-C4BE-1C3E-D0477DE28B24,53.5552266,06:40.0,53.0552266,57:01.0,48.46970394,17:53.1,47.56970394,12:42.2,42.81273355,58:56.0,42.81273355,24:47.7
15A04776-A6C6-72DC-B55F-A6A82B95E0B2,60.63809658,39:56.7,48.51047726,17:54.9,38.80838181,32:31.8,31.04670545,54:07.6,31.04670545,51:45.5,31.04670545,24:15.7
C040D322-E970-4E8F-22A6-2FFAF2D74061,36.38357461,05:47.7,32.31521715,17:05.4,33.01521715,32:51.2,25.69217372,46:09.5,20.55373898,11:42.8,16.44299118,07:44.8
D5E03B6F-E4AB-AD56-FCB5-12ACA02D3622,82.4783829,13:32.2,65.98270632,17:52.0,59.38443568,01:36.4,47.50754855,15:16.3,42.75679369,30:52.6,34.20543495,37:01.8
E03DE248-3570-3C31-77F7-5138764837A6,73.19858376,23:55.2,73.19858376,58:21.0,73.19858376,07:40.0,58.55886701,08:19.8,58.55886701,56:15.2,58.55886701,38:41.5
A1331E62-50B5-94FC-E0CE-3092CB3D30D9,88.90111382,33:02.7,70.76089105,30:18.0,64.40480195,54:05.5,50.80384156,38:00.1,50.80384156,57:57.5,45.7234574,42:09.1
4D914022-B7D7-52C4-A1BB-479166DB7347,99.8869954,21:31.3,89.89829586,06:28.7,89.89829586,54:15.5,71.91863669,38:16.5,57.53490935,32:24.1,51.78141842,07:44.8
FCB5854D-D84C-E8BA-4AF8-59FCF9CC69CB,88.70005546,35:35.9,79.40004991,20:11.3,80.10004991,55:26.4,79.20004991,24:01.2,79.20004991,34:37.7,63.36003993,25:51.8
A4FB423A-E08E-559F-DCCD-A0A543E812E3,73.25608701,13:44.6,72.75608701,05:14.1,73.45608701,12:01.7,58.04486961,52:47.3,58.04486961,58:32.6,46.43589568,18:35.9
D887D9D7-6993-7618-5333-1DBC732CAA5E,81.47134223,52:36.1,73.324208,17:15.2,73.324208,24:10.5,73.324208,39:19.4,65.9917872,43:52.5,59.39260848,05:37.4
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,75.75642863,18:12.2,75.25642863,18:02.7,75.95642863,11:56.9,60.0451429,19:46.0,54.04062861,42:54.9,54.04062861,25:50.7
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.4375039,25:46.7,93.9375039,27:26.2,94.6375039,04:47.0,74.99000312,42:25.1,59.9920025,56:36.8,59.9920025,54:15.1
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,90.86848966,44:12.2,72.69479173,31:59.1,58.15583339,29:45.0,58.15583339,35:50.4,46.52466671,19:23.5,37.21973337,35:04.8
247B105C-2067-A7AA-2CBE-B65278128C96,73.12354826,24:49.4,65.81119343,30:59.4,59.23007409,34:58.2,59.23007409,49:34.5,53.30706668,20:44.3,42.64565334,51:01.8
247B105C-2067-A7AA-2CBE-B65278128C96,67.27272796,12:19.5,60.11545517,35:42.7,48.83236413,54:52.5,47.93236413,15:48.1,47.93236413,03:54.9,43.13912772,36:33.5
25197F10-E9E9-4C50-63F8-6C896975AAE2,82.93246385,03:25.7,74.63921746,06:06.5,74.63921746,43:28.3,59.71137397,03:52.4,59.71137397,49:34.5,59.71137397,40:06.6
247B105C-2067-A7AA-2CBE-B65278128C96,46.28047971,03:01.8,46.28047971,51:18.8,37.02438377,24:21.3,37.02438377,50:22.1,37.02438377,06:37.8,29.61950702,03:39.6
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.94372741,05:19.2,94.94372741,46:09.2,75.95498193,52:24.6,68.35948373,59:04.6,61.52353536,16:41.5,49.21882829,37:02.4
DDE0526B-7DA4-80E8-C2A6-D097F3826029,84.56974739,48:45.1,67.29579791,18:34.3,54.57663833,42:45.1,53.67663833,26:44.8,42.94131066,48:17.1,38.6471796,00:25.2
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,70.21125687,13:24.3,63.19013118,55:01.8,56.87111806,11:18.3,45.49689445,20:36.3,36.39751556,44:31.6,36.39751556,40:12.8
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,46.21696765,17:58.3,41.16527089,59:31.5,41.86527089,00:26.7,36.8687438,26:24.4,36.8687438,10:59.1,33.18186942,33:49.5
1F51E050-78F7-F270-1B90-ED1BC0376763,73.35534571,46:23.0,66.01981114,55:16.5,66.01981114,47:16.3,59.41783003,32:37.3,59.41783003,09:09.7,59.41783003,59:13.0
247B105C-2067-A7AA-2CBE-B65278128C96,90.64676524,54:41.8,81.58208872,04:30.3,81.58208872,21:29.1,65.26567097,57:12.9,52.21253678,32:56.7,41.77002942,47:47.0
25197F10-E9E9-4C50-63F8-6C896975AAE2,82.38442945,29:50.3,74.14598651,57:37.9,74.14598651,59:35.4,59.31678921,26:48.0,53.38511029,45:05.5,48.04659926,54:03.5
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,92.31307228,05:05.7,91.81307228,34:59.2,92.51307228,10:16.0,73.29045783,56:08.1,58.63236626,19:03.4,52.76912963,24:50.8
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,54.64850873,57:34.4,48.75365786,02:00.2,49.45365786,51:07.4,48.55365786,19:25.9,38.84292629,48:04.0,38.84292629,57:06.0
2B806EF6-A590-1C00-F0C5-1469E3B2152E,56.94706961,00:32.5,51.25236265,49:01.1,51.25236265,14:00.0,41.00189012,59:55.5,32.8015121,55:44.7,32.8015121,35:55.9
1F51E050-78F7-F270-1B90-ED1BC0376763,84.39780614,48:07.2,83.89780614,40:55.2,67.85824491,01:37.0,60.26242042,23:07.0,54.23617838,53:13.7,48.81256054,02:46.2
DDE0526B-7DA4-80E8-C2A6-D097F3826029,74.83175007,43:13.8,59.50540005,38:56.6,54.27486005,04:16.9,42.69988804,09:08.8,38.42989924,29:15.2,34.58690931,58:39.0
25197F10-E9E9-4C50-63F8-6C896975AAE2,74.35868753,12:44.2,73.85868753,07:48.2,59.82695003,27:48.8,47.14156002,15:38.1,37.71324802,13:40.4,33.94192322,16:00.8
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,77.82011481,00:08.2,62.25609185,20:28.7,49.80487348,26:05.3,39.84389878,19:48.6,35.8595089,27:13.8,32.27355801,59:57.9
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,68.72330805,31:08.3,61.42097724,42:51.1,55.99887952,58:36.6,55.09887952,49:56.6,44.07910361,56:15.1,44.07910361,46:18.2
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,42.29711702,14:15.7,42.29711702,08:16.4,38.06740532,10:00.4,30.45392425,21:00.8,27.40853183,01:31.9,21.92682546,07:12.0
2B806EF6-A590-1C00-F0C5-1469E3B2152E,75.41206802,56:11.2,74.91206802,52:57.6,60.66965442,02:58.9,53.79268898,56:21.2,53.79268898,08:48.7,53.79268898,26:41.5
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,72.0753672,21:55.0,64.86783048,56:33.0,51.89426438,41:23.9,41.51541151,48:49.8,33.2123292,36:38.7,33.2123292,32:51.6
DDE0526B-7DA4-80E8-C2A6-D097F3826029,64.13816613,49:30.1,57.29434951,38:58.1,57.99434951,29:40.2,51.38491456,28:43.2,46.24642311,50:32.5,36.99713848,24:58.7
DDE0526B-7DA4-80E8-C2A6-D097F3826029,39.50253714,31:49.6,31.24202971,49:30.6,31.94202971,27:57.3,24.83362377,31:43.6,22.35026139,56:31.7,20.11523525,47:25.6
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.92596668,24:58.6,53.50337001,11:25.3,48.87303301,32:51.6,43.17572971,53:18.5,34.54058377,18:40.1,34.54058377,37:31.2
1F51E050-78F7-F270-1B90-ED1BC0376763,57.64474668,05:18.6,45.75579734,55:24.3,46.45579734,16:18.6,41.00021761,32:42.5,36.90019585,19:12.8,36.90019585,28:39.2
DDE0526B-7DA4-80E8-C2A6-D097F3826029,83.16876541,21:36.7,66.53501233,10:57.0,66.53501233,54:55.1,53.22800986,37:04.1,42.58240789,57:57.4,42.58240789,04:11.2
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,57.36277664,52:57.4,57.36277664,33:05.3,45.89022131,53:51.8,41.30119918,14:36.9,41.30119918,52:23.8,37.17107926,02:35.6
25197F10-E9E9-4C50-63F8-6C896975AAE2,95.56875644,58:24.9,95.06875644,25:03.5,95.76875644,10:05.6,85.38188079,40:26.7,85.38188079,00:05.6,85.38188079,24:30.5
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.70859319,21:08.0,71.40687455,43:54.7,64.9861871,56:39.4,51.26894968,33:31.7,41.01515974,46:55.2,36.91364377,43:00.2
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,49.39252394,30:49.1,44.02327155,25:11.7,40.34094439,58:32.7,39.44094439,33:27.5,31.55275552,31:40.5,31.55275552,44:33.9
1F51E050-78F7-F270-1B90-ED1BC0376763,61.8079178,20:51.1,49.08633424,00:49.3,44.89770081,18:46.9,43.99770081,29:28.5,35.19816065,44:43.2,31.67834459,13:04.3
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,88.83324483,32:25.5,79.51992034,29:53.9,72.28792831,38:47.5,57.11034265,43:01.8,45.68827412,23:09.1,45.68827412,20:12.5
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,69.25666563,04:18.0,61.90099907,21:00.9,62.60099907,41:33.7,55.53089916,26:21.8,49.97780924,01:46.0,49.97780924,22:17.3
DDE0526B-7DA4-80E8-C2A6-D097F3826029,70.09848469,44:31.9,70.09848469,07:12.4,56.07878775,04:32.5,44.8630302,46:24.1,35.89042416,40:51.0,35.89042416,19:22.0
1F51E050-78F7-F270-1B90-ED1BC0376763,74.87665033,38:03.5,59.54132026,41:58.6,60.24132026,59:34.0,59.34132026,32:39.9,53.40718824,57:39.3,53.40718824,08:46.5
1F51E050-78F7-F270-1B90-ED1BC0376763,65.42164916,30:52.8,58.87948424,51:17.3,47.10358739,10:30.7,37.68286991,46:53.7,37.68286991,35:32.2,33.91458292,33:36.6
247B105C-2067-A7AA-2CBE-B65278128C96,76.27223007,45:18.4,61.01778406,22:52.4,61.01778406,24:33.9,48.81422724,24:46.5,43.93280452,36:43.1,35.14624362,06:45.9
1F51E050-78F7-F270-1B90-ED1BC0376763,89.08607939,29:56.5,80.17747145,35:16.5,64.14197716,38:32.0,51.31358173,42:27.1,51.31358173,49:22.3,46.18222355,32:53.1
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,83.84573063,09:20.6,66.7165845,10:46.4,60.76492605,58:31.5,53.87843345,34:09.5,48.4905901,50:00.2,43.64153109,32:53.4
25197F10-E9E9-4C50-63F8-6C896975AAE2,69.26456241,50:39.9,55.05164993,29:14.5,50.26648494,00:10.0,44.42983644,17:00.2,44.42983644,43:18.5,35.54386916,24:44.4
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,46.21228428,03:46.2,36.96982743,44:40.0,33.27284468,23:53.3,29.94556022,38:16.8,23.95644817,25:46.4,23.95644817,00:38.8
25197F10-E9E9-4C50-63F8-6C896975AAE2,72.25235971,06:50.0,64.59712374,41:48.8,58.85741137,48:06.2,52.16167023,02:09.1,52.16167023,44:31.9,52.16167023,04:45.1
2B806EF6-A590-1C00-F0C5-1469E3B2152E,88.5312409,10:07.9,70.46499272,43:29.3,57.11199418,28:05.3,56.21199418,08:21.8,56.21199418,28:11.5,56.21199418,35:17.7
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,96.72332505,30:31.0,96.22332505,59:58.3,77.71866004,03:57.8,76.81866004,34:26.2,69.13679403,20:43.6,55.30943523,51:02.3
1F51E050-78F7-F270-1B90-ED1BC0376763,96.4245268,54:26.3,86.35207412,01:38.4,87.05207412,59:38.6,86.15207412,08:34.2,77.53686671,05:32.9,69.78318004,55:03.6
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.0596813,35:44.3,46.88774504,21:23.2,47.58774504,11:45.8,46.68774504,41:41.7,42.01897054,14:48.7,42.01897054,31:49.6
2B806EF6-A590-1C00-F0C5-1469E3B2152E,97.09617797,42:33.5,97.09617797,55:37.0,77.67694238,06:54.1,69.90924814,44:21.0,62.91832332,25:24.0,62.91832332,11:02.6
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,81.37595786,02:53.2,80.87595786,01:36.4,65.44076629,19:40.3,51.63261303,34:13.7,46.46935173,59:37.6,37.17548138,04:14.3
2B806EF6-A590-1C00-F0C5-1469E3B2152E,96.10408749,31:23.6,76.52326999,17:27.0,69.59094299,18:08.2,61.82184869,28:42.3,61.82184869,46:18.1,49.45747896,10:52.9
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,81.89725581,06:14.2,81.89725581,52:45.2,65.51780465,48:57.2,65.51780465,54:20.0,58.96602419,32:09.0,47.17281935,48:01.7
1F51E050-78F7-F270-1B90-ED1BC0376763,77.20836489,15:28.9,76.70836489,53:00.0,69.7575284,54:08.9,68.8575284,43:04.5,68.8575284,40:38.9,55.08602272,04:51.2
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.99328451,45:58.3,71.63462761,09:33.6,72.33462761,13:10.1,64.29116485,52:32.5,57.86204837,51:54.8,57.86204837,55:10.8
1F51E050-78F7-F270-1B90-ED1BC0376763,52.2723301,40:33.8,46.61509709,15:28.8,47.31509709,25:24.9,46.41509709,32:47.7,46.41509709,30:38.4,41.77358738,56:43.0
247B105C-2067-A7AA-2CBE-B65278128C96,70.61260662,55:01.7,56.49008529,46:51.7,56.49008529,31:29.5,45.19206824,01:09.6,40.67286141,47:25.9,40.67286141,13:54.2
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,96.909659,29:09.1,86.7886931,07:16.6,78.82982379,12:27.3,70.13684141,59:23.4,70.13684141,05:43.3,70.13684141,31:01.2
42A3C4F0-7032-7368-2D67-989735754020,96.21910767,38:38.9,96.21910767,18:02.0,96.21910767,24:43.8,76.97528614,33:35.4,69.27775753,09:44.6,62.34998177,04:11.3
8C6EA8F3-92C5-E12E-C977-4B7D5BBF2965,98.01992947,50:46.8,78.41594357,38:46.2,62.73275486,43:15.3,62.73275486,22:13.4,56.45947937,09:45.9,56.45947937,31:36.9
CAE0006D-60EB-7384-CC55-D240402AEBB8,39.98598994,20:03.9,39.48598994,40:39.1,36.25739094,16:52.7,31.82165185,45:29.3,31.82165185,38:26.2,31.82165185,43:53.2
50BA1266-3920-5F7F-7955-DE8EB86A9352,85.14889737,41:18.2,76.63400763,49:00.4,61.3072061,53:24.7,55.17648549,42:13.5,55.17648549,51:32.6,55.17648549,04:52.0
2626BE85-66B0-A4F4-37B7-A312EEE591E4,73.05429872,27:34.3,58.44343898,03:29.8,58.44343898,46:17.7,52.59909508,01:02.1,47.33918557,28:27.0,42.60526701,41:31.7
16BDE671-E387-602F-7DF2-DF6CE6425038,99.04725344,28:49.7,78.87780276,50:16.4,63.8422422,57:23.8,62.9422422,03:19.2,56.64801798,44:40.1,50.98321619,28:16.8
8F7B49D3-1DEB-FC94-FA7A-EAFD3DDED2A3,97.99023322,19:44.3,88.1912099,21:52.0,88.1912099,11:02.1,70.55296792,44:59.6,70.55296792,45:06.9,70.55296792,34:14.1
4E735D71-BC5C-EE5E-C0A3-9C8D335EB5A0,93.7298026,33:40.0,84.35682234,44:46.8,75.9211401,43:36.1,75.9211401,17:12.2,75.9211401,30:20.4,60.73691208,36:10.5
121A91B4-BDB6-99EA-97CA-F17BE865B349,65.1884529,37:20.8,64.6884529,30:45.2,52.49076232,34:02.0,46.43168609,24:20.4,41.78851748,18:14.5,41.78851748,07:42.3
E78DDC69-9BD3-2C48-4EF4-A070E5983CAC,89.09919575,31:00.7,71.2793566,25:50.7,71.2793566,54:55.7,57.02348528,31:45.0,45.61878822,23:36.1,36.49503058,08:37.8
6C3056AA-80CD-2D31-2FDA-7AB0E2A674B3,64.19782135,59:42.7,57.34803921,07:33.6,52.33323529,50:58.3,46.28991176,14:42.5,41.66092058,01:49.8,33.32873647,26:47.1
4CC15D9A-7216-BD94-E6CC-FD511C83B148,98.12698617,22:11.1,88.31428755,07:19.4,70.65143004,48:44.4,56.52114403,23:17.1,50.86902963,27:36.9,50.86902963,49:29.1
D1207E94-8518-903F-705A-7AE5E1554EE7,82.11872847,11:44.3,81.61872847,51:14.6,66.03498278,32:51.6,58.6214845,56:25.2,52.75933605,13:33.6,42.20746884,03:06.0
5467C7BC-8E80-DFC6-51CE-C6F7E010505E,61.14778607,56:44.0,48.55822886,21:53.5,44.42240597,35:27.7,34.81792478,14:44.6,31.3361323,20:46.7,25.06890584,08:45.8
E0DBCF79-2C64-F398-E68A-6BE4F96653C3,36.55399409,43:17.9,28.88319527,39:16.8,23.84655621,32:50.9,20.65190059,34:04.8,16.52152047,13:36.5,16.52152047,41:13.3
1026AC75-5EB1-292F-A95E-6BBA39BE3FAF,89.0668759,59:46.0,71.25350072,59:40.6,57.00280058,14:52.3,51.30252052,19:48.4,51.30252052,35:34.4,51.30252052,34:32.7
BB27E6E0-6BE1-A120-E1F8-859B25B27243,64.966163,32:13.7,51.6129304,43:18.4,42.03034432,17:53.1,32.90427545,02:17.3,26.32342036,55:43.7,21.05873629,48:30.4
D04DD690-DC9B-EA79-80E1-51B16F3032C6,51.03689253,32:25.2,40.82951402,54:39.9,40.82951402,23:36.5,40.82951402,06:25.0,32.66361122,06:58.9,32.66361122,53:48.8
A1331E62-50B5-94FC-E0CE-3092CB3D30D9,85.61722943,06:26.0,76.62550649,11:25.3,69.68295584,00:02.2,68.78295584,16:44.0,68.78295584,23:34.3,55.02636467,58:08.9
3B504879-A423-479F-F6C4-6BB5A6FB43E6,99.95489949,30:07.0,79.96391959,25:24.7,79.96391959,10:34.5,79.96391959,49:39.6,79.96391959,09:12.0,63.97113567,40:08.0
5828EF8F-4B21-F2F2-D0DE-BAFC3C1BDB85,56.59122101,26:37.5,50.50209891,19:02.7,46.17188902,26:37.8,36.21751121,43:13.6,36.21751121,50:32.4,32.59576009,03:51.2
8370508E-D8A1-69CC-2AE0-B124FE3F9158,88.84724119,47:45.5,79.53251707,02:38.8,64.36601366,37:11.0,63.46601366,12:26.8,50.77281093,50:54.8,40.61824874,07:50.5
2B806EF6-A590-1C00-F0C5-1469E3B2152E,29.06392223,07:26.2,28.56392223,04:33.1,26.42753001,41:22.1,25.52753001,44:02.8,20.42202401,21:37.7,18.3798216,49:51.5
25197F10-E9E9-4C50-63F8-6C896975AAE2,71.75170276,40:10.0,57.04136221,52:55.6,57.74136221,58:51.9,56.84136221,19:45.6,56.84136221,37:19.2,45.47308977,01:17.4
1F51E050-78F7-F270-1B90-ED1BC0376763,57.61592381,32:20.7,51.85433143,46:27.7,46.66889828,31:29.6,37.33511863,53:47.1,29.8680949,37:08.3,29.8680949,16:33.6
247B105C-2067-A7AA-2CBE-B65278128C96,87.901626,46:00.2,69.9613008,45:02.3,63.68517072,09:00.4,62.78517072,20:21.6,62.78517072,03:25.6,62.78517072,32:03.2
2B806EF6-A590-1C00-F0C5-1469E3B2152E,80.4799537,18:24.2,64.02396296,20:26.5,51.95917036,24:35.9,51.05917036,27:35.2,51.05917036,43:01.5,40.84733629,41:28.4
25197F10-E9E9-4C50-63F8-6C896975AAE2,35.59717325,36:45.2,35.59717325,08:09.0,32.03745593,01:41.1,32.03745593,38:14.2,25.62996474,45:40.6,25.62996474,34:05.7
DDE0526B-7DA4-80E8-C2A6-D097F3826029,72.09675015,06:34.4,64.88707513,55:50.3,58.39836762,56:43.1,46.7186941,36:41.7,37.37495528,10:07.9,33.63745975,19:54.5
DDE0526B-7DA4-80E8-C2A6-D097F3826029,85.99159694,34:57.7,76.96243725,14:08.2,69.98619352,50:55.6,62.17757417,44:42.8,62.17757417,20:02.6,55.95981675,54:59.6
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,83.81749699,54:38.4,83.31749699,26:26.1,84.01749699,18:32.6,83.11749699,17:42.0,66.4939976,55:44.9,66.4939976,18:33.7
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,50.59332794,05:29.0,45.53399514,10:07.1,36.42719611,32:52.1,29.14175689,23:33.5,29.14175689,30:36.0,29.14175689,04:35.4
DDE0526B-7DA4-80E8-C2A6-D097F3826029,71.61959588,32:56.9,64.45763629,47:10.6,64.45763629,34:57.3,64.45763629,50:26.4,51.56610904,42:39.8,41.25288723,36:06.9
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,46.80597942,11:45.3,42.12538148,06:55.9,42.12538148,29:57.2,42.12538148,38:25.3,37.91284333,38:22.5,30.33027466,39:00.0
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,84.76739121,46:26.2,67.81391297,08:46.1,54.25113038,17:53.6,54.25113038,46:56.8,54.25113038,11:25.8,48.82601734,35:37.5
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,77.93235174,05:33.8,77.43235174,08:52.0,70.40911656,45:59.4,69.50911656,15:57.1,69.50911656,27:30.9,55.60729325,38:00.6
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,65.4148126,35:34.3,52.33185008,13:00.1,41.86548007,30:32.7,41.86548007,24:10.6,41.86548007,23:36.4,33.49238405,36:34.5
247B105C-2067-A7AA-2CBE-B65278128C96,69.55022249,54:41.7,55.64017799,34:42.5,50.07616019,22:47.5,50.07616019,46:57.7,50.07616019,52:45.7,50.07616019,04:28.1
1F51E050-78F7-F270-1B90-ED1BC0376763,67.26320376,42:41.9,53.45056301,03:03.6,43.5004504,53:11.5,34.08036032,30:28.8,30.67232429,51:02.3,27.60509186,25:50.7
1F51E050-78F7-F270-1B90-ED1BC0376763,78.14177571,22:44.2,70.32759814,50:55.6,70.32759814,52:47.2,70.32759814,59:28.2,70.32759814,08:28.5,63.29483832,23:42.7
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,81.21771704,31:14.5,72.66594533,22:28.8,73.36594533,24:55.4,65.2193508,45:20.6,52.17548064,23:30.5,52.17548064,11:11.1
25197F10-E9E9-4C50-63F8-6C896975AAE2,74.64769139,01:01.7,74.14769139,09:23.8,74.84769139,56:49.6,73.94769139,10:24.3,59.15815311,50:03.7,47.32652249,04:51.5
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,61.04254438,37:24.5,48.47403551,33:00.1,39.51922841,02:11.3,38.61922841,55:03.0,30.89538272,52:29.2,24.71630618,31:33.7
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,66.69423022,23:19.0,66.19423022,23:59.2,66.89423022,34:49.9,65.99423022,13:36.0,59.3948072,51:43.9,59.3948072,04:43.3
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,77.53285131,29:51.9,61.66628105,06:47.5,56.21965295,54:52.5,44.25572236,29:56.8,44.25572236,02:52.4,44.25572236,10:17.6
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,72.54994034,35:24.0,65.29494631,43:05.6,58.76545168,56:53.3,52.88890651,55:02.8,52.88890651,25:51.5,42.31112521,18:58.4
1F51E050-78F7-F270-1B90-ED1BC0376763,44.48623494,44:47.2,35.58898795,55:58.2,35.58898795,32:57.0,28.47119036,12:23.5,28.47119036,25:04.5,22.77695229,29:40.2
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,56.92347875,05:31.4,56.92347875,05:40.2,45.538783,53:25.8,36.4310264,38:50.3,36.4310264,28:13.1,32.78792376,08:36.1
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,56.40881006,50:03.2,56.40881006,22:41.0,56.40881006,37:22.7,45.12704805,11:34.9,45.12704805,56:00.1,45.12704805,46:03.3
25197F10-E9E9-4C50-63F8-6C896975AAE2,84.22604795,36:46.6,84.22604795,01:02.0,75.80344315,01:31.5,75.80344315,11:25.8,68.22309884,37:11.2,54.57847907,39:26.7
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,86.40360955,36:05.2,68.76288764,03:22.7,62.60659888,23:40.6,61.70659888,54:09.2,49.3652791,22:20.1,44.42875119,09:36.7
